Response Id,You regularly make new friends.,You spend a lot of your free time exploring various random topics that pique your interest,Seeing other people cry can easily make you feel like you want to cry too,You often make a backup plan for a backup plan.,"You usually stay calm, even under a lot of pressure","At social events, you rarely try to introduce yourself to new people and mostly talk to the ones you already know",You prefer to completely finish one project before starting another.,You are very sentimental.,You like to use organizing tools like schedules and lists.,Even a small mistake can cause you to doubt your overall abilities and knowledge.,You feel comfortable just walking up to someone you find interesting and striking up a conversation.,You are not too interested in discussing various interpretations and analyses of creative works.,You are more inclined to follow your head than your heart.,You usually prefer just doing what you feel like at any given moment instead of planning a particular daily routine.,You rarely worry about whether you make a good impression on people you meet.,You enjoy participating in group activities.,You like books and movies that make you come up with your own interpretation of the ending.,Your happiness comes more from helping others accomplish things than your own accomplishments.,You are interested in so many things that you find it difficult to choose what to try next.,You are prone to worrying that things will take a turn for the worse.,You avoid leadership roles in group settings.,You are definitely not an artistic type of person.,You think the world would be a better place if people relied more on rationality and less on their feelings.,You prefer to do your chores before allowing yourself to relax.,You enjoy watching people argue.,You tend to avoid drawing attention to yourself.,Your mood can change very quickly.,You lose patience with people who are not as efficient as you.,You often end up doing things at the last possible moment.,"You have always been fascinated by the question of what, if anything, happens after death.",You usually prefer to be around others rather than on your own.,You become bored or lose interest when the discussion gets highly theoretical.,You find it easy to empathize with a person whose experiences are very different from yours.,You usually postpone finalizing decisions for as long as possible.,You rarely second-guess the choices that you have made.,"After a long and exhausting week, a lively social event is just what you need.",You enjoy going to art museums.,You often have a hard time understanding other people’s feelings.,You like to have a to-do list for each day.,You rarely feel insecure.,You avoid making phone calls.,You often spend a lot of time trying to understand views that are very different from your own.,"In your social circle, you are often the one who contacts your friends and initiates activities.","If your plans are interrupted, your top priority is to get back on track as soon as possible.",You are still bothered by mistakes that you made a long time ago.,You rarely contemplate the reasons for human existence or the meaning of life.,Your emotions control you more than you control them.,"You take great care not to make people look bad, even when it is completely their fault.",Your personal work style is closer to spontaneous bursts of energy than organized and consistent efforts.,"When someone thinks highly of you, you wonder how long it will take them to feel disappointed in you.",You would love a job that requires you to work alone most of the time.,You believe that pondering abstract philosophical questions is a waste of time.,"You feel more drawn to places with busy, bustling atmospheres than quiet, intimate places.",You know at first glance how someone is feeling.,You often feel overwhelmed.,You complete things methodically without skipping over any steps.,You are very intrigued by things labeled as controversial.,You would pass along a good opportunity if you thought someone else needed it more.,You struggle with deadlines.,You feel confident that things will work out for you.,Personality
79,0,0,-2,3,-2,-2,0,0,-2,0,-1,0,0,0,-3,0,-1,-2,3,2,0,2,0,0,-2,3,0,1,0,3,2,0,0,0,1,-1,0,-2,1,-1,0,3,0,1,0,0,0,0,-3,0,0,0,-3,-1,0,0,0,-2,2,0,ENFJ
80,0,0,0,-3,3,2,2,-1,0,0,0,-1,0,-1,2,-2,-3,1,0,-1,0,-2,1,0,-1,-1,-1,0,-1,0,-2,0,-1,0,0,2,-3,1,0,1,1,-2,0,-3,-1,0,2,0,1,-1,0,0,-2,0,1,0,-1,3,2,-1,ISTP
81,0,0,1,1,1,-1,-2,-1,-2,0,2,0,-1,1,2,0,2,-1,0,-2,1,2,0,1,-1,0,1,0,0,-1,3,0,-1,0,0,-2,0,-2,1,-2,2,0,2,0,-1,0,0,0,-1,0,0,0,1,0,3,0,0,2,0,1,INTP
82,0,0,-1,-2,-2,1,0,0,-2,0,0,1,-1,1,-1,0,0,-3,0,0,0,-3,0,0,2,-1,-1,-1,0,2,0,-1,1,1,1,2,-3,1,0,-2,1,-3,1,-3,0,0,-2,0,-2,0,0,0,-1,1,-3,0,0,-1,0,1,ESFP
83,0,0,-1,-2,-2,3,0,0,-2,0,1,2,1,-2,-2,1,0,-1,1,-1,0,0,0,0,-2,-3,1,0,1,-1,-1,1,0,0,0,-2,-2,0,0,2,0,-3,3,2,-1,1,2,0,-1,0,0,-1,1,0,0,0,0,1,2,1,ESTJ
84,0,0,2,0,1,0,0,0,1,0,3,1,1,2,0,-2,2,3,0,3,1,-1,0,0,3,0,-1,-1,0,-1,-1,0,2,0,2,-1,0,0,0,-1,0,1,-1,0,1,0,-1,0,-1,0,0,0,-1,0,0,0,0,1,-1,-1,ENFJ
85,0,0,2,-2,0,2,0,0,-2,0,-3,1,-1,-2,0,1,2,-2,0,0,1,1,0,0,-1,-2,0,0,-1,-1,0,0,2,0,1,0,0,1,0,0,1,0,-1,-2,-1,0,-3,0,-2,0,0,0,1,0,0,0,0,0,1,1,ESTJ
86,0,0,-1,1,-2,0,1,0,-2,1,0,-2,-1,1,1,-1,1,3,2,0,0,-1,0,0,1,-1,1,0,-1,0,-1,-1,-1,-1,-3,1,2,-2,-2,2,0,-2,-1,-1,0,0,1,1,1,0,0,-1,2,-1,-2,0,0,1,-3,-2,ENTP
87,0,0,0,3,-1,0,-1,0,1,0,0,3,2,-2,0,-2,3,3,-1,0,0,1,0,0,1,-2,1,-1,-1,0,1,1,-2,0,1,0,2,-2,1,-1,-2,-1,1,1,0,0,0,0,-1,0,0,-1,0,1,0,0,0,0,0,-2,ISFP
88,0,0,0,0,0,-2,0,0,2,0,-1,1,-2,2,-1,1,-1,-1,-3,2,0,1,-1,0,0,0,-2,0,2,1,1,0,0,0,-1,-1,0,0,2,1,0,1,-1,0,-2,0,-3,0,0,0,0,-1,1,0,1,0,0,2,0,3,ESFP
89,0,0,0,1,1,-2,0,0,-3,0,1,1,1,2,-1,2,1,-2,0,-2,0,1,0,0,-2,0,1,0,2,1,2,0,-3,0,2,-2,0,-2,3,0,1,-2,0,1,0,0,1,0,1,0,0,0,-1,0,-1,0,0,1,1,3,INTP
90,-1,0,-1,-2,1,2,1,0,0,0,1,1,2,-1,-2,2,-1,0,-1,-2,0,0,0,0,0,0,-1,0,2,-2,-2,0,-1,0,1,0,1,-2,-1,1,-1,-1,0,2,-3,0,1,0,1,0,0,0,-2,-1,0,0,0,-1,1,1,ESTJ
91,0,0,1,2,2,-3,-1,0,-2,0,2,-3,1,0,0,2,0,-1,-1,0,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,1,-1,-1,-2,1,-3,2,0,2,0,-1,0,2,0,-2,1,0,0,1,0,0,0,0,2,-2,0,INTP
92,0,0,-1,2,0,-3,-1,0,1,0,0,1,-1,1,1,1,1,0,2,-3,0,2,0,0,2,1,1,1,0,0,1,0,0,0,1,1,-1,-1,1,1,-1,0,0,0,1,0,-1,0,1,0,0,0,0,0,-1,0,0,0,-2,-1,ENTP
93,0,0,-1,-1,0,1,-1,1,1,0,-2,2,2,-2,1,2,1,-2,-1,-2,0,1,0,0,-2,0,-1,0,0,1,-3,0,-1,0,0,-2,0,-1,0,2,1,-2,2,0,0,1,2,0,1,0,0,0,-2,0,-3,0,0,2,2,1,ESTJ
94,0,0,-1,2,-2,-2,-1,0,2,0,-1,0,-2,-1,2,-2,2,1,-1,2,0,0,0,0,-1,0,-2,0,-3,-1,-2,0,1,0,-1,1,-2,0,-1,0,0,-1,-2,0,-2,0,0,0,0,0,0,0,-1,0,-1,0,0,1,2,0,INTJ
95,0,0,0,1,-2,-1,1,0,0,0,-2,-1,1,-3,-1,0,-2,1,2,1,0,1,0,0,2,-1,0,0,-1,1,-2,0,-2,0,1,2,1,-1,-1,0,-1,-1,1,-1,-2,0,-1,0,1,0,0,0,-2,0,-1,0,0,-1,1,0,ISFJ
96,0,0,3,2,-1,1,2,0,0,-1,2,-1,-3,-1,1,2,-1,2,0,0,0,-1,0,0,1,-2,-3,0,-2,0,0,0,-1,0,0,0,1,1,-2,1,0,-2,-2,-1,-3,0,-3,0,-1,0,-1,0,-1,0,1,0,0,-1,2,-1,INFJ
97,1,0,-3,-1,0,2,2,0,-1,0,-3,2,1,0,-1,1,3,3,-1,0,0,3,0,0,2,2,1,0,3,2,1,0,1,0,0,0,3,-2,-1,1,1,0,3,-1,-1,0,1,0,1,0,0,1,3,0,0,-1,0,1,-1,-2,ENTJ
98,0,0,-1,-1,-2,1,0,0,0,0,-1,2,-3,1,0,0,-1,-1,-2,-1,0,-1,0,0,0,1,0,-1,0,2,-2,1,-1,1,2,1,0,0,0,1,0,-2,2,-1,-2,0,1,0,0,1,0,0,-2,0,-1,0,0,-1,3,1,ESFP
99,1,0,-2,1,3,-1,-1,0,-1,0,1,-1,-1,-2,-3,0,-2,-2,0,1,1,-1,0,1,-1,0,-2,1,2,0,-3,0,-1,0,2,0,-2,2,0,0,0,2,-2,2,3,0,1,0,0,0,0,0,-2,0,3,0,0,-3,-1,-3,INTJ
100,0,0,-1,0,0,2,1,0,0,0,-3,1,2,0,1,0,2,2,0,1,-1,0,0,0,0,1,-1,0,2,-1,-2,0,1,0,0,1,3,1,0,1,0,1,1,-1,-1,0,0,-1,1,0,0,0,-1,0,0,0,0,-2,1,-2,ENTJ
101,0,0,0,0,-2,-2,-2,0,0,0,1,-1,-2,2,1,-1,-1,-1,1,0,0,0,-1,0,0,-2,-2,1,1,2,-2,1,-1,0,-1,-1,1,-2,-1,-3,2,-2,-3,3,2,-1,-1,0,1,0,0,0,2,0,-2,0,0,0,-1,-2,ISTP
102,0,0,0,-2,-1,1,0,0,0,0,0,1,3,-1,0,2,0,-1,-1,-1,0,1,0,0,-3,0,0,0,-2,0,-1,0,0,0,-2,0,-2,-1,2,1,0,-1,3,2,-3,0,1,0,1,0,0,0,-1,1,-2,0,0,1,1,-1,ESTJ
103,0,0,-2,1,0,0,-1,0,0,0,1,-2,-1,0,-3,-1,-2,0,2,3,0,2,0,-1,0,-1,0,0,1,2,-1,-1,-2,0,2,0,-2,1,0,-2,1,1,-2,2,2,0,0,0,0,0,1,0,-2,0,2,0,1,0,2,-2,INTJ
104,0,0,0,1,1,-1,-1,0,2,1,0,-1,-2,0,-1,-1,1,1,-1,-2,0,0,0,0,0,-1,0,0,-1,-1,1,1,1,0,-1,-1,-2,0,1,0,1,0,1,0,2,-1,2,0,0,1,0,0,2,0,-1,1,0,0,0,-1,ESTP
105,-1,1,3,-1,-2,3,-2,0,2,0,-1,1,0,-3,1,0,3,3,1,1,0,1,-1,1,0,-1,-1,0,-3,-3,2,0,0,0,-2,-2,-1,1,3,-2,-2,-1,-2,3,3,0,-1,0,-1,0,0,0,1,1,-3,0,0,3,0,1,ISFP
106,0,0,1,1,1,1,-1,0,0,0,0,-1,-1,0,2,3,2,1,-1,-1,0,0,-1,0,1,0,0,0,1,2,2,0,-2,0,2,-1,-1,0,1,0,0,0,1,0,0,1,-2,0,2,0,0,0,-1,0,2,0,0,-1,-2,3,ISTJ
107,0,0,-2,0,-2,2,-1,0,1,0,2,1,-2,0,0,1,-1,3,0,2,0,2,0,0,2,-1,-1,0,-3,-1,-1,0,-2,0,-3,1,1,1,0,-2,2,2,-1,-2,1,0,2,0,1,0,0,0,-1,0,0,0,0,-2,1,1,ISFP
108,0,0,2,-2,2,3,-2,0,1,0,1,2,-1,-1,1,0,0,1,-3,0,0,1,0,0,-2,2,-3,0,2,3,1,0,-1,0,3,0,-3,-2,2,-2,-1,-1,0,1,-3,0,-2,0,1,0,0,0,1,1,3,0,-1,-1,-1,3,ISTJ
109,0,0,-1,-1,-2,-1,-1,0,0,0,0,0,-3,0,3,-2,-1,-2,1,-1,0,-1,0,0,0,-2,0,0,-1,-2,-2,0,-1,0,-2,2,1,1,1,2,3,1,-2,-2,-1,0,-1,1,3,0,0,0,-1,0,1,0,0,-2,0,2,ISFP
110,0,1,-2,-1,-1,-1,2,0,-1,0,-1,-1,0,-2,0,2,0,-1,-2,-1,0,3,0,1,-2,-1,3,-1,-1,-3,-1,0,0,0,2,0,-2,0,0,1,-3,1,1,3,-2,0,-1,0,-1,1,0,0,-1,1,0,0,0,2,2,3,ESTJ
111,1,0,0,0,1,-2,-3,0,1,0,2,2,2,0,-1,-2,1,0,-1,2,0,-1,0,0,0,1,0,1,2,1,-1,0,0,0,1,-1,2,0,2,2,0,-3,0,0,1,0,2,0,-1,0,0,0,-1,0,1,0,0,2,1,2,ENFJ
112,0,0,1,2,1,-1,0,0,0,0,2,2,-3,0,0,0,-1,0,0,-1,0,0,0,0,-2,1,-3,0,0,0,3,0,-2,-1,1,2,-1,2,1,-1,-2,1,-3,-1,-1,0,-2,0,1,0,0,0,1,0,0,0,1,1,0,1,ESFJ
113,0,1,-1,2,-3,-2,0,0,-1,0,-3,0,1,0,-2,-1,-1,1,2,-2,0,0,-1,0,0,1,1,0,-1,2,3,0,-1,0,0,-1,-3,-3,2,-1,-1,2,1,0,-3,0,-3,0,-2,0,0,0,-2,0,0,0,-1,1,0,0,ENFJ
114,0,0,-1,1,-2,-1,-1,0,0,0,-1,0,1,0,2,-1,2,-1,2,-1,0,3,0,0,1,0,1,0,-2,-3,0,0,-2,0,0,2,0,-1,1,1,-1,-2,0,2,0,0,-1,0,-1,0,0,1,2,0,2,1,0,2,0,-1,ENTP
115,0,0,0,1,0,-1,1,0,2,0,-2,3,1,2,-1,0,2,3,1,2,0,-1,0,-1,0,1,-2,0,-1,-1,0,0,2,0,0,0,1,-1,1,1,-1,0,-2,3,-1,-1,-1,0,-2,0,0,0,-2,0,3,0,-1,0,-2,2,ENFJ
116,-1,0,-2,-1,1,3,0,0,1,1,-2,1,-2,0,2,3,0,2,0,-2,0,0,0,0,0,0,2,0,-2,1,1,0,2,0,-3,-1,-3,2,0,1,2,0,-1,-2,0,0,0,0,-2,0,1,0,2,0,1,0,0,2,1,0,ESFJ
117,0,0,-3,-1,-1,1,-1,0,0,1,-2,-2,-1,-1,0,0,1,-1,2,-1,0,0,0,0,0,1,1,0,0,2,-1,0,-2,0,-1,-1,2,2,0,-1,1,2,-2,0,1,0,1,0,2,0,0,0,-2,1,2,0,0,0,1,-1,INTJ
118,0,0,1,-1,1,-1,-1,0,-3,0,1,1,-2,2,-3,-2,0,1,1,-1,-1,0,0,0,-2,1,-2,0,2,0,2,0,1,0,-1,3,-2,2,-1,-1,0,2,-1,0,0,0,2,0,3,0,0,0,1,0,-2,0,0,2,-1,2,ESFJ
119,-1,0,3,2,-3,2,0,0,3,0,-3,-2,-1,0,-1,0,-1,-2,0,2,-1,-1,0,0,0,0,2,1,2,-3,-1,0,1,0,2,-1,2,2,-3,-2,-1,-1,3,-2,2,0,-1,0,2,0,0,0,-2,0,2,0,0,1,0,-3,INFJ
120,0,0,-2,3,-2,-3,-2,0,-1,0,-2,1,-1,-1,1,-1,2,0,2,-2,0,2,0,0,0,0,2,0,-3,0,2,0,0,0,0,0,1,-2,2,-1,-1,-3,-3,0,-2,-1,0,0,-1,0,0,0,2,0,1,-1,1,1,0,-1,ENTP
121,0,0,-2,-3,-1,-1,1,0,-1,0,2,0,-1,0,-3,-3,0,-2,1,-1,0,-1,0,0,1,-1,-2,0,-2,0,1,0,0,0,-2,0,-2,1,2,-2,2,0,1,-2,1,1,-3,0,-1,0,0,0,0,0,-1,-1,0,0,1,-1,ESFP
122,0,0,0,1,2,-2,-1,0,1,0,3,2,0,2,-3,-1,1,-1,0,1,1,-1,0,0,2,1,-1,0,2,1,0,0,0,0,0,-1,1,0,1,1,0,-1,0,1,2,0,0,-1,-1,0,0,0,-2,0,0,0,0,3,-1,2,ENFJ
123,0,0,0,2,-1,-2,-2,0,-2,0,-1,-1,2,1,-1,1,0,0,1,-2,0,0,1,0,0,-2,0,0,-1,0,-3,0,-2,0,0,0,0,-1,-1,-2,-1,-1,-1,-2,2,0,1,0,1,0,-1,0,1,0,0,0,0,1,0,-2,ENTP
124,0,0,1,-1,-2,-1,0,0,-2,0,3,0,-2,2,-1,0,-3,0,-1,0,0,-1,0,0,0,0,-3,0,1,1,1,0,0,0,-1,2,0,-1,-1,-2,2,-3,-3,2,0,0,-1,0,-1,0,0,0,-2,0,-2,0,0,0,-1,-1,ISTP
125,0,0,0,1,-2,-1,0,0,1,0,-1,-2,0,-2,1,-2,-3,1,-1,1,0,1,0,0,-1,-1,-2,0,-3,0,0,0,2,0,-1,1,0,-2,3,0,0,-2,3,0,2,0,0,0,2,0,0,-1,1,0,2,0,0,-3,-1,1,ISFJ
126,0,0,-1,0,-2,1,1,0,0,0,0,0,-1,3,-1,-2,-1,-1,-1,0,0,-1,-1,0,0,-1,0,0,-1,1,-1,-1,-1,0,0,1,-1,1,1,-1,1,-2,2,0,0,0,1,0,-2,1,0,0,-2,-1,0,0,0,-1,2,1,ESFP
127,0,0,0,1,-2,1,-3,0,1,1,-1,0,1,2,2,-2,0,0,0,3,0,0,0,0,2,0,-1,0,-2,-2,1,0,-2,0,-3,1,1,1,3,0,-2,-1,1,2,2,0,-2,0,0,0,0,-1,-1,0,-3,0,0,2,-1,0,ISFP
128,0,0,-1,0,-1,0,-2,0,-1,0,-2,-1,0,-2,-1,1,-1,-1,0,1,-1,0,0,0,-3,1,1,0,0,-1,-2,0,1,0,2,-2,-3,-2,-1,2,-1,-1,1,2,-1,0,0,0,2,0,0,0,-3,0,0,0,0,0,2,1,ESTJ
129,0,0,0,1,1,0,-2,0,1,0,0,-2,-2,2,-2,2,0,0,0,0,0,2,1,0,-1,1,-2,0,-1,-2,-3,1,-3,-1,-1,0,-1,-2,-2,-2,1,-2,-2,1,-2,0,-2,0,-1,0,0,0,1,0,1,0,0,1,0,1,INTJ
130,0,0,-3,1,-1,0,-2,0,-2,0,-1,0,-1,-1,0,1,1,-1,-2,0,0,0,0,-1,0,-1,1,1,-2,-1,1,0,-1,0,2,-1,-1,0,-1,1,-2,0,0,2,0,-1,1,0,0,0,0,0,-2,0,-2,0,0,1,-1,2,ESTJ
131,-1,0,0,-2,0,-2,-1,0,0,0,-1,-2,3,1,0,0,1,0,-1,-2,-1,2,0,0,-2,2,2,0,2,1,-1,0,-2,0,1,-1,-1,0,2,-1,-1,2,-1,2,-1,1,1,0,1,0,0,0,-1,0,2,0,0,-1,2,-1,INTP
132,0,-1,2,1,0,-2,-2,-1,0,0,1,1,0,1,-2,-2,-1,2,-2,-2,-1,1,0,0,-2,1,-1,0,2,-1,2,0,-1,0,2,2,-1,2,3,1,-1,1,-1,0,-2,0,3,0,1,1,0,0,1,0,2,0,0,0,0,0,ESFJ
133,0,0,0,-1,0,-1,-3,0,0,0,1,-2,0,1,0,-1,3,-1,-2,0,0,-1,0,0,0,1,1,0,-1,-2,1,0,3,0,0,-3,2,-3,-1,2,0,1,1,-1,3,0,1,0,2,0,0,0,1,0,2,-1,0,0,-2,-1,ESTP
134,0,0,1,2,2,-1,-2,0,1,0,2,1,1,2,-1,-1,3,1,0,2,0,0,0,0,1,0,-2,0,1,0,-1,1,1,0,1,1,1,0,2,0,1,-3,-1,1,1,0,2,0,-1,0,0,0,-1,0,0,0,0,1,-1,1,ENFJ
135,0,0,3,-2,0,1,1,0,-1,0,3,1,1,1,1,-2,-1,-1,-1,-3,0,-1,0,0,2,-2,-2,0,1,-2,-2,0,0,0,1,0,0,1,2,2,3,0,-2,-2,-2,0,0,0,-2,0,0,0,0,0,0,1,1,3,1,-1,ESFP
136,1,0,-1,-2,1,1,-2,0,-2,0,1,0,-2,-1,0,-1,0,1,-1,0,1,0,0,0,-1,-1,-3,0,3,-2,-1,0,2,-1,-3,0,-3,0,0,-1,-2,-1,1,0,-3,0,2,0,1,0,-1,0,-1,0,0,0,0,0,2,3,ISFJ
137,0,0,-2,-3,0,0,0,1,0,0,-2,1,-3,0,0,1,0,1,3,0,0,1,0,0,1,-1,0,0,2,1,0,0,0,0,1,-2,1,2,0,-2,-2,2,-1,2,-2,0,0,1,1,0,-1,0,-1,0,0,0,0,-3,2,1,ISFJ
138,1,-1,0,-1,-2,0,1,0,1,0,1,2,1,2,1,-3,-3,0,2,-2,0,1,0,0,1,0,0,0,-1,-2,1,0,-1,1,-1,-2,-1,-3,0,0,2,-1,-1,1,-2,0,-2,0,1,0,0,1,-1,0,-1,0,0,1,1,-1,ENFP
139,0,0,-1,-1,-1,-1,-3,0,2,0,0,1,1,-1,2,-2,0,3,0,-2,0,3,0,0,0,-1,2,0,-1,1,0,0,-1,0,0,-2,-1,1,-1,2,-1,-2,-1,1,1,0,-2,0,2,0,0,0,0,0,0,0,0,1,0,-3,ENTP
140,0,0,-1,-1,-1,1,1,0,0,0,2,0,0,1,2,0,0,0,2,1,0,1,0,0,2,-2,-2,0,-2,0,2,0,3,0,-1,1,1,0,1,2,0,-3,-2,-1,-1,0,-1,0,-2,0,0,1,2,0,1,0,0,0,3,1,INFJ
141,0,0,-1,-2,1,1,0,0,1,0,-3,-2,0,-3,-1,0,1,-1,2,-1,0,-2,0,0,-2,0,-3,0,1,3,3,0,1,0,-3,0,-1,2,1,-2,-2,1,2,1,0,0,1,0,-2,0,0,0,-3,-1,1,0,0,0,1,-1,INFP
142,0,0,-1,1,-2,-1,-3,0,-3,0,0,1,1,-2,3,2,1,1,-1,-2,0,2,0,0,-2,-2,-1,0,1,0,-1,0,2,0,-1,1,-1,1,-1,0,-1,0,2,0,0,0,2,0,1,0,0,0,-1,0,-1,0,1,-2,1,1,ISFJ
143,0,0,0,2,-1,0,-1,0,1,1,0,-1,0,1,2,-2,2,0,0,0,0,-1,0,0,1,2,1,0,-2,-2,3,1,-2,0,1,1,3,-2,0,2,-1,-1,-3,1,1,0,0,0,-2,0,0,0,1,0,2,0,0,1,1,-2,ENTP
144,0,0,0,-1,-1,0,1,0,-1,0,0,1,-1,3,-2,1,-1,-3,-1,1,0,1,0,0,-2,-2,3,0,-2,-1,0,0,-2,0,1,-1,0,1,1,0,3,0,3,-1,-2,0,-2,0,0,0,0,0,-3,0,3,0,-1,0,2,0,ESFP
145,0,0,-1,-1,0,2,-1,0,-1,0,0,-2,1,2,-1,1,-1,-1,2,-2,0,-2,0,0,-1,0,-3,0,3,0,3,-1,0,0,-3,-1,-1,-2,0,-1,-3,-1,-1,-1,2,0,1,0,0,0,0,0,-2,-1,1,0,0,-1,-1,0,INFP
146,0,0,3,-1,-2,3,0,0,2,1,-2,2,-1,-1,-2,1,-1,0,-1,2,0,1,0,0,1,-1,3,0,0,-3,0,0,1,0,0,0,1,3,-3,-2,-2,3,0,1,0,0,3,1,0,0,0,0,-3,0,0,0,0,-1,-2,1,INFJ
147,0,0,0,0,2,0,1,0,0,0,0,1,0,2,-2,-1,1,0,-1,2,0,-3,0,0,-2,-2,1,0,-1,-3,-1,0,1,0,1,-2,1,-2,-3,1,2,2,2,1,3,0,0,0,2,0,0,0,-1,0,0,1,0,1,-3,1,ESTP
148,0,0,2,-3,0,0,-1,1,1,0,2,-1,-1,-3,1,-1,-2,-1,1,-2,0,-2,0,0,-3,-1,2,0,-2,2,0,0,0,0,3,-2,-2,0,-2,2,1,-2,2,0,1,0,0,0,-3,0,0,1,0,0,2,0,0,-1,-1,-3,ESTP
149,0,0,0,-1,2,0,0,0,1,0,2,-1,-2,0,2,-3,0,-1,2,-2,0,1,0,0,1,-2,3,0,-1,1,0,0,1,0,0,0,-1,2,-1,0,1,-1,3,2,1,0,2,1,1,0,0,0,1,0,-2,0,0,-2,-1,-2,ESTP
150,0,0,1,2,2,-2,-2,0,-1,0,-1,-2,0,0,2,3,-1,1,-1,0,0,-1,1,0,-1,0,2,0,0,1,1,0,-2,-1,0,1,-1,-1,2,-2,-1,-2,2,1,2,0,-2,0,-1,0,0,0,-1,-1,-2,0,0,1,2,2,ENFP
151,0,0,0,2,1,-3,-1,0,-3,0,2,-2,1,0,2,2,0,-3,0,-2,0,2,0,1,-1,-1,0,0,-1,-1,2,0,-1,0,2,-2,-3,1,2,-1,-1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,-1,3,0,2,INTP
152,0,0,-1,-1,3,3,-2,0,-2,1,-1,-1,0,-1,-3,-2,1,0,-1,-2,0,0,0,0,-1,1,1,0,1,0,-2,0,-1,-1,0,-1,-1,-1,3,-2,-1,-1,2,-2,0,0,-1,0,0,0,0,0,-1,1,3,1,-1,-3,-1,1,INFP
153,0,0,0,1,-1,0,-2,0,1,0,-2,-1,1,2,3,1,-1,0,-2,1,0,-2,1,0,-1,-1,1,0,-1,-1,-1,0,-1,0,0,-1,-3,-1,0,-3,0,1,-1,1,2,0,0,0,-2,0,1,0,1,0,-1,0,-1,1,1,3,ENFP
154,0,0,1,1,1,-1,0,1,0,-1,-1,-1,1,0,-1,1,1,1,0,-1,0,1,0,0,-1,-2,3,0,-3,0,0,0,-2,0,-3,0,1,-1,-3,-2,0,0,-2,-1,1,0,1,0,0,0,0,0,1,0,1,0,-1,1,0,-1,ENTP
155,0,0,1,3,1,0,-2,1,-3,0,-1,-2,0,0,0,1,-2,2,0,1,-1,-1,0,0,-3,-3,1,0,0,2,-2,0,-2,0,0,0,-3,-1,2,-2,0,-1,0,0,2,0,-1,0,1,0,-1,0,-3,0,1,0,0,0,1,3,ENFP
156,0,0,2,-2,-2,-1,-1,0,0,0,-1,0,1,-1,3,1,-1,-1,2,1,0,1,1,1,0,-1,-2,0,2,0,0,-1,-1,0,-3,0,1,1,0,-2,3,-2,0,0,1,0,1,0,0,0,-1,0,0,1,0,0,-1,-2,0,2,ISTP
157,0,0,-3,0,0,0,1,0,2,0,-1,-1,0,-3,0,-1,0,-1,2,-2,0,2,0,0,-2,-1,2,0,0,-2,-1,0,0,0,-1,-1,3,-1,0,1,0,-1,-2,0,-1,0,1,0,-1,0,0,0,-2,0,1,0,0,-1,-1,0,ENTJ
158,1,0,-1,0,2,2,-1,0,-1,0,-1,-1,0,0,1,-2,0,-3,-2,-2,0,-1,0,1,0,3,0,-1,-1,0,3,0,-1,0,-1,-1,0,0,1,-1,0,-1,0,1,0,0,2,0,-2,0,0,0,2,1,2,0,0,0,-1,-2,INFP
159,0,0,-1,2,0,0,-2,0,1,0,-1,1,0,1,3,-1,1,-2,0,0,0,1,0,1,1,1,2,0,-2,-3,3,-1,-2,0,3,2,2,-1,-1,2,-1,0,0,1,2,0,-2,0,1,0,0,1,3,0,0,-1,0,0,0,-1,ENTP
160,0,0,1,0,0,-3,-2,0,-2,0,1,3,-2,0,3,-1,3,-1,1,1,0,2,0,0,0,-3,-1,0,2,-2,-3,-1,2,0,-2,-1,1,0,-3,0,-1,-1,2,0,-1,0,3,0,1,-1,0,0,1,0,0,0,1,-2,1,2,ISFJ
161,0,0,2,-1,-1,2,-1,0,2,0,-3,0,0,-1,2,0,1,1,-1,1,0,0,0,0,1,0,0,0,-2,-3,0,0,-3,0,-2,1,-1,1,2,1,0,0,0,2,1,0,0,0,-1,0,0,0,-2,0,-1,1,0,2,0,0,ISFP
162,0,0,-1,-1,1,-1,-2,0,0,0,3,0,-1,-1,0,0,0,0,-1,3,0,-1,-1,0,1,3,-1,0,0,-1,2,0,3,0,1,0,2,0,0,0,1,1,-1,2,0,0,0,0,2,0,0,-1,2,0,2,0,1,2,-2,0,ESTP
163,0,-1,0,-1,0,3,3,0,-2,0,0,-1,-1,2,1,0,-1,-2,-2,1,-1,1,-1,-1,0,-2,0,0,-1,1,0,0,-1,0,1,1,-1,1,-1,-2,1,0,1,-3,-2,0,0,0,0,0,1,1,-2,0,0,0,0,1,2,2,ESFP
164,0,1,-1,-2,0,2,-2,0,1,0,-1,0,0,0,2,0,1,-1,1,1,0,1,0,0,2,-1,0,0,0,-2,-1,0,0,0,-3,0,0,2,1,1,3,1,0,-2,2,0,0,0,3,-1,0,0,-1,0,1,0,0,0,1,2,ISFP
165,1,0,-1,0,0,-3,1,-1,0,0,2,0,2,-1,1,-1,2,2,0,-2,0,1,0,0,-2,-1,-1,0,2,-3,-2,0,-1,0,-3,-1,0,0,0,-2,1,-1,-3,-2,-2,0,2,0,-2,0,0,-1,2,0,0,0,0,-2,3,3,ISTJ
